GeneSymbol	GeneID	GI
Ctu2	66965	gi|225735586
Pacrgl	66768	gi|21313330
Tbc1d21	74286	gi|124249224
Evi5l	213027	gi|295317354
Ensa	56205	gi|9624979
Bcl2l14	66813	gi|38194232
Map3k6	53608	gi|225543422
Mroh1	223658	gi|283046757
Fam177a	73385	gi|37537562
Armc8	74125	gi|260763997
Igdcc3	19289	gi|6679571
Unc79	217843	gi|313661493
Fez2	225020	gi|40789098
Slc30a7	66500	gi|12963579
Ints2	70422	gi|86476084
Nxn	18230	gi|6679160
Sh3bp5l	79566	gi|238550181
Clasp1	76707	gi|163644247
Spata2	263876	gi|25054856
Dcaf10	242418	gi|110815804
Nxf1	53319	gi|31980798
Pfkm	18642	gi|254553344
Aggf1	66549	gi|34328275
Allc	94041	gi|176866044
Ets2	23872	gi|257153394
Dlgap1	224997	gi|51339023
Noc2l	57741	gi|124301227
Gm13177	435815	gi|124486967
Miox	56727	gi|45504405
Bre	107976	gi|21617851
Krt4	16682	gi|133778953
Ruvbl1	56505	gi|9790083
Fbxl15	68431	gi|140970874
Prickle3	54630	gi|28201983
Zfp740	68744	gi|23397413
Ap5b1	381201	gi|75677454
Sytl3	83672	gi|210147489
Txnrd2	26462	gi|102468565
Gmppa	69080	gi|19526884
Nbr1	17966	gi|6679020
Osbpl1a	64291	gi|357394760
Mtmr6	219135	gi|21450239
Gm1966	434223	gi|467088045
Lbx2	16815	gi|6754512
Aph1c	68318	gi|21492616
Ccdc28b	66264	gi|70887806
Fam199x	245622	gi|22122859
Ensa	56205	gi|71061466
Ska3	219114	gi|38348456
Glipr2	384009	gi|47059151
Nipsnap3b	66536	gi|13385084
Gjd4	225152	gi|30841034
Bfar	67118	gi|21313130
Slc38a7	234595	gi|27370116
Gm5141	380850	gi|366039961
Fsd1l	319636	gi|28892791
Ebpl	68177	gi|225579144
Kcnh6	192775	gi|83423518
Dach1	13134	gi|6681129
Shd	20420	gi|6677939
2200002D01Rik	72275	gi|158937262
Scamp2	24044	gi|12331398
Zkscan6	52712	gi|31981073
Dsg1c	211924	gi|32129205
Hsph1	15505	gi|114145505
Pfkm	18642	gi|254553346
Rims4	241770	gi|33942097
Eif4a2	13682	gi|176866061
Fbxl22	74165	gi|29171324
Srsf10	14105	gi|6753820
Gspt1	14852	gi|194018533
C130050O18Rik	319772	gi|124301225
Olfr629	258818	gi|133778937
Commd5	66398	gi|21313478
Bsph2	77684	gi|124301182
Gm13051	626316	gi|85702314
Nme5	75533	gi|110625839
Tex40	67077	gi|95772156
Uimc1	20184	gi|45597445
Epha6	13840	gi|145312274
Nbr1	17966	gi|356582316
Osbpl1a	64291	gi|357394762
Wdr54	75659	gi|12963827
Gm10487	100039467	gi|158303280
Ubl4	27643	gi|21703810
Gm1966	434223	gi|467088426
Ugt2b35	243085	gi|27370342
Ankrd29	225187	gi|298566260
Letm1	56384	gi|9789997
Fut10	171167	gi|60302885
Slco1b2	28253	gi|14547899
Eif5a	276770	gi|262359885
Blzf1	66352	gi|237649007
Coq4	227683	gi|30520093
Zfp62	22720	gi|67763830
Wrb	71446	gi|46409250
Olfr921	258778	gi|257467601
Snx4	69150	gi|18017596
Zmym3	56364	gi|295789153
Mrgprf	211577	gi|21703760
Necab2	117148	gi|16905129
Triqk	208820	gi|284795346
Picalm	233489	gi|357394968
Pyhin1	236312	gi|27923921
Gfod1	328232	gi|85701893
Slc25a30	67554	gi|13385736
Ppil2	66053	gi|30025020
Dach1	13134	gi|84370382
Kif3c	16570	gi|84781817
Vgf	381677	gi|86476054
Shd	20420	gi|226958481
Zfp300	245368	gi|161621254
Crhbp	12919	gi|38259188
Cdc34	216150	gi|29243988
Pacsin3	80708	gi|28077027
Ftcd	14317	gi|18252784
Bbs2	67378	gi|21313344
Raver2	242570	gi|33942106
Slc4a7	218756	gi|117320529
BC048943	217874	gi|189095243
Dlgap1	224997	gi|189491680
Srsf10	14105	gi|122937372
Pcf11	74737	gi|268370153
Cspp1	211660	gi|124301210
Defb7	246080	gi|21361234
Rabif	98710	gi|21704004
Col15a1	12819	gi|134288882
Trappc6a	67091	gi|31981104
9230110C19Rik	234912	gi|39841033
Fdx1l	68165	gi|90017457
Slx4ip	74243	gi|84579818
Nat8	68396	gi|12963681
Osbpl1a	64291	gi|357394764
Tpm3	59069	gi|40254525
Gm1966	434223	gi|467088726
Polr3e	26939	gi|31981264
Dcun1d5	76863	gi|23956220
Ankrd7	75196	gi|268370074
Leprot	230514	gi|28077089
Zfp62	22720	gi|67763828
Tmem97	69071	gi|19526880
Fbxw26	382109	gi|38348578
Grap	71520	gi|21362273
Gm21949	100505386	gi|164663882
Hoga1	67432	gi|13385656
Vmn2r116	619697	gi|157167164
Cyp26c1	546726	gi|157385002
1700001C19Rik	75462	gi|285401645
Lrch4	231798	gi|22122701
Tnip2	231130	gi|20532344
Pet2	18630	gi|158749611
Mapk6	50772	gi|76573879
Nup62	18226	gi|16716349
Ndufb11	104130	gi|158631246
Gm4951	240327	gi|85702067
Clca6	99663	gi|110556625
Pacsin3	80708	gi|163644252
Tmprss13	214531	gi|111185930
Odf2	18286	gi|7305339
1700001K19Rik	66323	gi|253314512
Dsg1b	225256	gi|32129201
Tnfrsf25	85030	gi|114145579
Naa16	66897	gi|21313242
Aspscr1	68938	gi|30794438
Obox3	246791	gi|188528635
Hbb-bh2	436003	gi|189095245
Dlgap1	224997	gi|189491682
Arsb	11881	gi|125656171
Orc2	18393	gi|6679176
Mfsd7a	243197	gi|27370346
Rbks	71336	gi|23397419
Ncbp1	433702	gi|144922627
Asic4	241118	gi|33942102
Osbpl1a	64291	gi|357394766
Proser1	212127	gi|30795245
Sp3	20687	gi|148536867
Fam104a	28081	gi|149588667
Tdrd1	83561	gi|268607544
Mtx1	17827	gi|241982740
Pir	69656	gi|51317401
Ttc23	67009	gi|270309132
Fam69c	240479	gi|30424625
Hsf3	245525	gi|27370438
Aadac	67758	gi|13184050
Trim34a	94094	gi|154350234
Gm12	192852	gi|306966158
Serpinb8	20725	gi|15826848
Gab2	14389	gi|247270049
Elovl7	74559	gi|148540000
Lars2	102436	gi|23346617
Gm5480	432995	gi|359374254
Mapk6	50772	gi|76573876
Adnp2	240442	gi|158517927
Zc3h7a	106205	gi|226958485
Proser2	227545	gi|110625904
Shf	435684	gi|111185924
Cramp1l	57354	gi|169234772
Zhx2	387609	gi|40789094
Bivm	246229	gi|169790932
Aspscr1	68938	gi|38016200
Ahdc1	230793	gi|124244060
Znfx1	98999	gi|124487311
Helz2	229003	gi|125347767
Tmlhe	192289	gi|20270297
Atp6v1e1	11973	gi|45504359
Zfp866	330788	gi|141801938
Gm13242	100041379	gi|288541369
Otud6a	408193	gi|253683414
Nudt12	67993	gi|21312664
Slc52a2	52710	gi|21313230
Ubxn2a	217379	gi|21703880
Eif3a	13669	gi|146219837
Nbr1	17966	gi|356582321
Cep120	225523	gi|61098173
6430573F11Rik	319582	gi|40254307
2810459M11Rik	72792	gi|222418601
Phactr2	215789	gi|304361740
Krr1	52705	gi|226442952
Dctpp1	66422	gi|12963573
Entpd5	12499	gi|71061460
Gsta1	14857	gi|154350202
Gm13304	100504346	gi|302488361
Mplkip	66308	gi|13384898
Unc119b	106840	gi|30425054
Tdrkh	72634	gi|110625942
Gramd1c	207798	gi|23956284
Zfp612	234725	gi|283837868
Rmi2	223970	gi|242397460
Gpr108	78308	gi|29150274
Irs3	16369	gi|33468905
Snd1	56463	gi|77404392
Tmem123	71929	gi|19526938
Gypa	14934	gi|111185918
Odf2	18286	gi|163965431
Dpp3	75221	gi|244791124
Syt5	53420	gi|8394392
Ifi203	15950	gi|113865995
Galnt9	231605	gi|169790935
Aspscr1	68938	gi|255982537
Sbpl	638345	gi|116812642
Ccdc106	232821	gi|188219629
Ltbp3	16998	gi|124487415
Fbxo43	78803	gi|124486947
Zfp874a	238692	gi|29244168
Orc2	18393	gi|408440823
Krtap19-9b	170939	gi|19111168
Ccdc54	69339	gi|21312272
B230118H07Rik	68170	gi|13386078
Snx33	235406	gi|66793416
Gm10267	100042855	gi|260099721
Dync2li1	213575	gi|26986541
Anxa8	11752	gi|22165408
Ugt1a10	394430	gi|145864477
Cox14	66379	gi|34304032
Gemin5	216766	gi|262263299
Fam187b	76415	gi|228008315
Fam83h	105732	gi|269914118
Tcp10a	21461	gi|61098085
Olfr1353	259044	gi|22128865
Dcaf7	71833	gi|58037257
Mrpl10	107732	gi|13385658
Lrrc73	224813	gi|162287223
Rbm44	329207	gi|85701905
Cngb1	333329	gi|306482605
Nthl1	18207	gi|227908769
Tmem256	69186	gi|110625730
Rin3	217835	gi|238624151
AI464131	329828	gi|147903587
Timm17b	21855	gi|33468937
Tctex1d1	67344	gi|254939692
Zbbx	213234	gi|74315902
Homer2	26557	gi|58372172
Usp46	69727	gi|29243896
Fam162b	77296	gi|198278503
Atp11a	50770	gi|7656914
Jhdm1d	338523	gi|157909789
Anxa7	11750	gi|160707956
Ndel1	83431	gi|238550188
Ndufa1	54405	gi|9506911
Gm97	225923	gi|111185934
BC021785	215928	gi|47894381
Sh3rf1	59009	gi|114145507
Ccs	12460	gi|8393066
Sgsh	27029	gi|31543697
Msto1	229524	gi|254692960
Galnt9	231605	gi|169790937
Nynrin	277154	gi|256220954
Hoxd13	15433	gi|120586994
1500012F01Rik	68949	gi|124487305
Cep112	76380	gi|125661054
Defb35	246084	gi|21218414
Zbtb48	100090	gi|126366001
Frmpd3	245643	gi|29244238
Zfp941	407812	gi|142383655
Taf8	63856	gi|11528498
Camkmt	73582	gi|124249226
A930018P22Rik	68243	gi|13386126
Fam24a	68223	gi|34304065
Spaca7	78634	gi|21735473
Cept1	99712	gi|31559983
Tpm3	59069	gi|359279904
Fbxo30	71865	gi|269973850
Phactr2	215789	gi|84781783
1700029J07Rik	69479	gi|75677532
Ifna12	242519	gi|28893507
4930415L06Rik	245511	gi|291621651
1700030F18Rik	72277	gi|124249212
Slc37a2	56857	gi|225543200
Map2k5	23938	gi|6754624
Poli	26447	gi|226958460
Cox20	66359	gi|21313516
Htatsf1	72459	gi|23956212
Wdr25	212198	gi|226958523
Slc7a10	53896	gi|229092254
Samd12	320679	gi|28893263
4930513O06Rik	75125	gi|365906271
Zfp516	329003	gi|33942118
Sgpp1	81535	gi|13507712
Znhit1	70103	gi|58037197
Galntl6	270049	gi|261244898
Pdap1	231887	gi|84781781
Cbwd1	226043	gi|22122605
Yipf6	77929	gi|46519049
Azin1	54375	gi|9055298
Nfic	18029	gi|6679042
Nol12	97961	gi|31542287
H2-Q1	15006	gi|160333390
Anxa7	11750	gi|160707958
Mast2	17776	gi|112363078
BC021785	215928	gi|164607140
Armc1	74252	gi|21312676
Olfr58	18358	gi|53828657
Rps3	27050	gi|6755372
Ctdp1	67655	gi|34328280
Dcaf12	68970	gi|31541822
Zbtb40	230848	gi|38016187
Dgkq	110524	gi|39841023
Fam126a	84652	gi|117940063
Hlf	217082	gi|31982951
Lrch3	70144	gi|124486939
Cep112	76380	gi|21729780
Defb10	246085	gi|21327671
Heatr6	217026	gi|124249080
Haus7	73738	gi|47458823
Polr3k	67005	gi|13385394
H2-T24	15042	gi|144953909
Slc19a3	80721	gi|206597448
Nrn1l	234700	gi|31542833
Gm5416	408196	gi|127139206
Wwc1	211652	gi|82524278
Mettl4	76781	gi|74315949
Igsf23	70080	gi|110625759
Ccdc9	243846	gi|210147499
Aldh1b1	72535	gi|21312260
Pnmal1	71691	gi|56119168
Morc1	17450	gi|7106359
Pex11a	18631	gi|6755034
Mettl7a2	393082	gi|61098178
Galk2	69976	gi|30424748
Olfr630	259102	gi|22128645
Rbms3	207181	gi|287324845
Ccdc132	73288	gi|268370061
Clic6	209195	gi|27369633
Adam29	244486	gi|283436121
St6galnac6	50935	gi|8394269
Hid1	217310	gi|29825825
Tecta	21683	gi|239787867
Rasl12	70784	gi|251823865
St5	76954	gi|47679093
Hormad2	75828	gi|113931162
Azin1	54375	gi|156255200
Nfic	18029	gi|84370351
Vapb	56491	gi|31543940
Gm608	207806	gi|71274138
Ebf4	228598	gi|160333394
Cd83	12522	gi|6753356
Rwdd4a	192174	gi|45356139
Sh3gl2	20404	gi|31560792
Zdbf2	73884	gi|392583885
Zfp112	57745	gi|113865973
Dnaic2	432611	gi|114145546
Sdhb	67680	gi|34328286
Pabpc4	230721	gi|34419622
Kctd12b	207474	gi|30425146
Mycbp2	105689	gi|127141012
Dynlt1b	21648	gi|6678265
Agap3	213990	gi|124301219
Klhl31	244923	gi|124486714
Kdm3b	277250	gi|124486935
Fbrsl1	381668	gi|125347476
Spcs3	76687	gi|125988403
1100001G20Rik	66107	gi|34304022
Acap3	140500	gi|46402197
Cryge	12968	gi|134288886
Dtx1	14357	gi|83816920
Tomm22	223696	gi|31982091
Lrrc69	73314	gi|124249216
Myl6b	216459	gi|26986555
Ndufb10	68342	gi|58037109
AB099516	554292	gi|67003561
Ccdc9	243846	gi|210147500
Rsph3b	100037282	gi|153791341
Tpm3	59069	gi|359279908
Alyref	21681	gi|6755763
Itpripl1	73338	gi|254587912
Svs1	243377	gi|255069724
Phyhd1	227696	gi|357540869
Ncdn	26562	gi|172072590
Zfp444	72667	gi|225637505
Slc30a5	69048	gi|67763826
Cml5	69049	gi|254692917
Kansl2	69612	gi|31981558
Patz1	56218	gi|33469133
Zc3h14	75553	gi|231570586
St6galnac6	50935	gi|70778904
Osbpl1a	64291	gi|357394768
Arl2bp	107566	gi|18859591
Larp4b	217980	gi|27369836
1700047I17Rik2	100101807	gi|153945763
Pmfbp1	56523	gi|9910570
Pcyox1l	240334	gi|27370248
1810033B17Rik	69189	gi|109659834
9330182O14Rik	328531	gi|365906253
Alpi	76768	gi|124487323
Gng12	14701	gi|294774564
Gm5796	545007	gi|294979220
Rbm19	74111	gi|30794154
Phyhipl	70911	gi|242397483
Copa	12847	gi|226823359
Triobp	110253	gi|88501743
Wdr37	207615	gi|27369593
Pcdha1	116731	gi|16905103
Folr4	64931	gi|12584982
Zfp658	210104	gi|56711288
Bpifb2	66557	gi|253314518
Mrpl34	94065	gi|16716449
Aldh3b1	67689	gi|34328288
Anapc13	69010	gi|31088920
Lrrc4b	272381	gi|38016190
Vwa3a	233813	gi|117320533
Serinc5	218442	gi|27369834
Dedd	21945	gi|190684681
Usp9y	107868	gi|120300980
Fgf1	14164	gi|6753850
Defb20	319579	gi|124301232
Wfdc18	14038	gi|83921600
Ctrc	76701	gi|76443665
Orc2	18393	gi|70909306
Plgrkt	67759	gi|21312800
9530068E07Rik	213673	gi|58037541
Nek5	330721	gi|31559852
3110001I22Rik	66598	gi|21313406
Xcr1	23832	gi|347582631
Ypel4	241525	gi|52693937
Ap3d1	11776	gi|6671565
Saysd1	67509	gi|218751888
Eya2	14049	gi|33859550
Zbtb34	241311	gi|147904571
Aamdc	66273	gi|40254393
Ttc16	338348	gi|225543306
Tmem169	271711	gi|30425360
Apopt1	68020	gi|254540092
Plp2	18824	gi|9790169
Ndfip1	65113	gi|89001091
St6galnac6	50935	gi|70778764
Taf6l	225895	gi|295317363
Ttc21a	74052	gi|225543311
Tmem217	71138	gi|242332518
Mdm1	17245	gi|251823814
Ppp2r5d	21770	gi|33942059
Gm3604	100041979	gi|242332534
Slc4a4	54403	gi|308210768
Kif5a	16572	gi|40254635
1110017D15Rik	73721	gi|359339020
Ccdc127	67433	gi|13195630
4930564B18Rik	75272	gi|365906229
Klk6	19144	gi|257796296
Got1l1	76615	gi|58037453
Ilf2	67781	gi|13385872
Olfm1	56177	gi|84370357
Triobp	110253	gi|88501745
Wdr37	207615	gi|86476059
Ppp4r4	74521	gi|226958494
Folr4	64931	gi|28827784
Zbtb4	75580	gi|161168992
Myh10	77579	gi|33598964
Dpp8	74388	gi|31542571
Cdc42ep4	56699	gi|9910142
Trim12a	76681	gi|115299739
Hoxd11	15431	gi|6680257
4931428F04Rik	74356	gi|58037371
Dedd	21945	gi|190684683
Ankrd13d	68423	gi|142363888
Fen1	14156	gi|46048490
Sike1	66641	gi|13385140
Adap2	216991	gi|26006859
Snrpb2	20639	gi|23956110
Phospho2	73373	gi|21312114
Fbf1	217335	gi|144922653
Eya2	14049	gi|430768596
Zbtb34	241311	gi|444299643
Eif4g3	230861	gi|371876057
Prkag2	108099	gi|282847331
Cxx1b	553127	gi|65787325
Hemk1	69536	gi|255683365
Zbtb45	232879	gi|85701534
Glipr1l2	67537	gi|13385730
Mup12	100039054	gi|317008598
Dclre1b	140917	gi|70778966
Nrk	27206	gi|225543267
Fcer2a	14128	gi|7305051
4933436I01Rik	66780	gi|13385232
Gcat	26912	gi|240120117
Pdrg1	68559	gi|32490570
Gm5918	546143	gi|311771684
Nit1	27045	gi|6754856
Ccsap	73420	gi|110625952
Epn3	71889	gi|30794400
Gfod2	70575	gi|21312610
Ubap2l	74383	gi|260166711
Zfp46	22704	gi|49087060
Zscan5b	170734	gi|83025107
Olfm1	56177	gi|84370349
Wdr37	207615	gi|86476061
Defb6	116746	gi|16905105
Fkrp	243853	gi|27734120
AA986860	212439	gi|162417980
Dcpp1	13184	gi|110815811
Rbpms	19663	gi|33342267
Cdc42ep4	56699	gi|254039694
Krt85	53622	gi|31980832
Zfp354a	21408	gi|31982823
Oas1f	243262	gi|254553363
Nlrx1	270151	gi|255522933
Pde12	211948	gi|40538842
4931428F04Rik	74356	gi|261862287
Wfdc17	100034251	gi|126432558
Adamts7	108153	gi|133778949
4930444P10Rik	75799	gi|342672091
Garem	381126	gi|134288888
Fen1	14156	gi|410025484
Ankrd49	56503	gi|22165398
Sat2	69215	gi|124249210
Gm5142	380907	gi|51921319
Stmn3	20262	gi|6677873
Ipcef1	320495	gi|85701887
Fam71b	432552	gi|62000656
Fam19a5	106014	gi|356640146
1110001A16Rik	68554	gi|294345430
Nxpe4	244853	gi|70778978
Mlst8	56716	gi|357197118
Ankfy1	11736	gi|85702366
Stk32b	64293	gi|33468971
H2-Eb2	381091	gi|85702171
Dclre1b	140917	gi|70778907
Trim15	69097	gi|295424126
Bpifb9b	433492	gi|70909314
Cmtm3	68119	gi|13195644
Iah1	67732	gi|27754071
Fndc9	320116	gi|28892985
Klhl32	212390	gi|247301129
Recql5	170472	gi|18485510
4933405L10Rik	71046	gi|198278507
Sptbn4	80297	gi|312839864
Rad18	58186	gi|267844908
Ccser2	72972	gi|80861474
Pkig	18769	gi|6755088
Gm166	233899	gi|85986579
Hnrnpa2b1	53379	gi|32880197
BC021785	215928	gi|164607142
Entpd8	72090	gi|112821698
Rbak	57782	gi|113865971
Gsdma2	76758	gi|115270963
Slc39a10	227059	gi|40254228
Gnl1	14670	gi|122937361
Cit	12704	gi|124487319
1810013L24Rik	69053	gi|145587086
Fen1	14156	gi|410025486
Tmem170	66817	gi|21313306
Gpx7	67305	gi|13195626
Bola1	69168	gi|58037151
Lrrc29	234684	gi|144922634
Nuak1	77976	gi|52138544
Pla2g4f	271844	gi|67972423
Gnmt	14711	gi|6754026
E130309F12Rik	272031	gi|30520211
Cope	59042	gi|10946972
Zfp672	319475	gi|374671804
C77080	97130	gi|75677516
Doxl2	243376	gi|71725389
4930511M11Rik	75010	gi|305855122
Glipr1l1	69286	gi|226443038
Ssbp2	66970	gi|18859589
Prrg2	65116	gi|39930411
St8sia1	20449	gi|70980543
Cyp2ab1	224044	gi|225543269
Mast4	328329	gi|257467645
Tmem129	68366	gi|73853456
Naaa	67111	gi|255683418
Acly	104112	gi|313151222
Gas2	14453	gi|6679943
Gpc4	14735	gi|238624186
Cyp2c67	545288	gi|67010061
1700049G17Rik	73430	gi|74315969
Mina	67014	gi|256355182
1700034F02Rik	73324	gi|254588118
Ccser2	72972	gi|27754162
Gm5128	331529	gi|160707965
Hnrnpa2b1	53379	gi|109134362
F830045P16Rik	228592	gi|29244066
Wbp5	22381	gi|33468951
Ccdc69	52570	gi|115270981
Plekhm1	353047	gi|33942120
Mcrs1	51812	gi|255918178
Ttc1	66827	gi|20452462
Hoxb3	15410	gi|120300925
Col11a1	12814	gi|124487346
Ccl28	56838	gi|9931984
Pnliprp1	18946	gi|9256628
Rchy1	68098	gi|13386058
AF067063	380878	gi|47824872
Oosp1	170834	gi|20373157
Cmtm5	67272	gi|347582634
Zfp366	238803	gi|51921301
3830417A13Rik	70696	gi|261823983
Cryba4	12959	gi|10946672
Cradd	12905	gi|6753516
Etaa1	68145	gi|257153368
Luc7l	66978	gi|114158677
Slc7a6	330836	gi|30520283
Flot1	14251	gi|6679809
Yars2	70120	gi|39930579
Dcaf17	75763	gi|260166698
Trim12c	319236	gi|225579155
Il17re	57890	gi|77404281
Wdr36	225348	gi|31542010
Kif2c	73804	gi|227430340
Alas1	11655	gi|160707967
Selm	114679	gi|23956246
Fam84a	105005	gi|31543345
Lmbrd2	320506	gi|31559855
Mfsd4	213006	gi|167900454
Nlrp2	232827	gi|112821677
Rxfp4	242093	gi|32451490
Cbx7	52609	gi|21450179
Lrriq1	74978	gi|112817605
Defb34	360211	gi|33942124
Dnajb6	23950	gi|83816907
Hoxb3	15410	gi|120300900
Kdm3a	104263	gi|194473716
Plac9a	211623	gi|46402209
C130026I21Rik	620078	gi|30424850
Ttll9	74711	gi|134288894
Cd82	12521	gi|6671718
Rchy1	68098	gi|422398909
Mrpl32	75398	gi|21312948
Rpl32	19951	gi|25742730
Klra18	93970	gi|21361220
St6gal2	240119	gi|27370242
Gm5148	381438	gi|38348548
Hnmt	140483	gi|17978276
Scaf1	233208	gi|56605682
Doc2a	13446	gi|33859540
Mfsd5	106073	gi|19527330
Polr2l	66491	gi|219881031
Tmem179b	67706	gi|257467568
Mctp2	244049	gi|85701536
Hps3	12807	gi|226423915
Trim45	229644	gi|260099706
Tgtp2	100039796	gi|223555992
Josd2	66124	gi|13384740
Gtpbp1	14904	gi|70778897
Ankrd22	52024	gi|48597001
Snrnp48	67797	gi|71067104
Hbp1	73389	gi|270132752
Abhd4	105501	gi|326937494
G630090E17Rik	100041085	gi|291049774
Hdac7	56233	gi|324073186
Polr3b	70428	gi|46195739
Synpr	72003	gi|253314532
Klf12	16597	gi|46048263
Tex26	75860	gi|198278509
Cops7a	26894	gi|255760052
Prss3	22073	gi|6755891
Gnpda2	67980	gi|83999999
Lcn8	78076	gi|14994308
Wdr36	225348	gi|158517940
Ifi44	99899	gi|158937282
AV320801	331531	gi|160707969
Zfp182	319535	gi|162287206
Fbxo44	230903	gi|240255555
Rbpms	19663	gi|111185959
Gm20736	380994	gi|323276606
Lce1m	66203	gi|21536218
Defb38	360212	gi|33942122
BC053749	333193	gi|34304003
S100a7a	381493	gi|40786531
Rbm34	52202	gi|42794007
1700029H14Rik	66501	gi|13385056
Zfp382	233060	gi|124486594
Slc44a5	242259	gi|134053957
Slc35f3	210027	gi|126723626
C130026I21Rik	620078	gi|126352632
Coro2a	107684	gi|404501474
Olah	99035	gi|22122331
Ttll9	74711	gi|134288919
Cd82	12521	gi|209862915
Fam115c	232748	gi|22122713
Fam117b	72750	gi|83582792
Ubl5	66177	gi|13384784
Zmynd15	574428	gi|71480094
Pramel5	384077	gi|146134517
Rab11fip4	268451	gi|28202067
1700071K01Rik	237880	gi|85702063
Gm3646	100042065	gi|293629246
Wbscr28	76629	gi|34732713
Mtfr1l	76824	gi|368711320
Gm5480	432995	gi|359374250
Spred2	114716	gi|15743556
Ppp4c	56420	gi|9790175
Il1f10	215274	gi|23346487
Stx4a	20909	gi|6678177
Vldlr	22359	gi|238637305
Nrg3	18183	gi|298231177
Dhrs4	28200	gi|256220343
Fam212b	109050	gi|254039733
Slc17a3	105355	gi|259155328
Pdzrn3	55983	gi|256985136
Arl6ip4	65105	gi|21362283
Krba1	77827	gi|256985194
Ces2g	72361	gi|268839831
Olfr329-ps	259148	gi|289547739
Ska1	66468	gi|256355207
Il17re	57890	gi|77404279
Arl4d	80981	gi|13384792
Gm5771	436523	gi|84781768
Plekhm3	241075	gi|87162468
Cdk2ap2	52004	gi|13385870
Wdr36	225348	gi|158517942
Cpxcr1	382239	gi|158937284
Psmg4	69666	gi|160333430
Ap3s2	11778	gi|160707971
Bpifc	270757	gi|161168999
Mettl21d	207965	gi|98986329
Clasrp	53609	gi|109134357
Glt8d2	74782	gi|251823806
Insc	233752	gi|169234790
Lbp	16803	gi|113865991
Prss48	368202	gi|48717492
Aar2	68295	gi|258679441
AF067061	236546	gi|39979622
Prune	229589	gi|27597069
Armcx2	67416	gi|261862291
Erc1	111173	gi|30017397
1700029H14Rik	66501	gi|124244075
Alg6	320438	gi|124486913
Arl5c	217151	gi|46402217
Darc	13349	gi|130502090
Cd82	12521	gi|407228359
Serpinb6c	97848	gi|142347364
Tomm40l	641376	gi|83921605
Pydc4	623121	gi|293629249
Ctnnbip1	67087	gi|213513145
Wbscr28	76629	gi|34732715
Mtfr1l	76824	gi|21313286
Themis3	74556	gi|268370023
Tuba1a	22142	gi|6755901
Arpc1a	56443	gi|9790221
Gse1	382034	gi|225543327
Exoc6b	75914	gi|226371698
Hps3	12807	gi|226423918
Haus2	66296	gi|21539591
Clec4b1	69810	gi|13386214
Slc6a11	243616	gi|27370360
Vrtn	432677	gi|281182569
Olfr122	258285	gi|326320045
Olfr77	258336	gi|22129623
Tekt3	71062	gi|62078759
Alg10b	380959	gi|85701951
Rfx3	19726	gi|261878533
Babam1	68251	gi|268838948
C2cd4d	271944	gi|209870113
Ifrd1	15982	gi|226062273
Fbxo40	207215	gi|82617544
Gm5409	386551	gi|51092303
Ppp1r2	66849	gi|18859587
Akr1c20	116852	gi|16905111
Cst6	73720	gi|21312060
Dgkk	331374	gi|189491687
Psmg4	69666	gi|160333436
Cdk18	18557	gi|6679233
Sh3bp5	24056	gi|109150405
Ttpal	76080	gi|112821702
Zfp105	22646	gi|113374173
Zfp397	69256	gi|113865966
1110017D15Rik	73721	gi|114520611
1810046K07Rik	69809	gi|254553370
Gpr18	110168	gi|33413406
Ermap	27028	gi|172072610
Aar2	68295	gi|258679443
Efcab14	230648	gi|40254242
Erc1	111173	gi|120300971
Gabpb2	213054	gi|27369712
Heatr2	433956	gi|124486915
Pigyl	66268	gi|126722949
Ptpdc1	218232	gi|46402213
Senp6	215351	gi|46560561
Herc2	15204	gi|134288898
Cd82	12521	gi|407228361
Slc25a41	103775	gi|30425020
Creb5	231991	gi|27370070
10-Mar	632687	gi|85986647
Pydc4	623121	gi|293629251
Gimap6	231931	gi|23346632
Mfsd11	69900	gi|30519955
Atp11b	76295	gi|62632754
A930009A15Rik	77798	gi|365192534
Adamts3	330119	gi|124487141
Sergef	27414	gi|7305093
Gse1	382034	gi|225543331
Zmym1	68310	gi|49227135
Tmem167	66074	gi|225007607
Rbmy	19657	gi|261824019
Hps3	12807	gi|226423920
Cdh13	12554	gi|110625609
Jmjd1c	108829	gi|334724461
Ube2h	22214	gi|281332144
Wdr67	210544	gi|264681545
Tcp10c	100041352	gi|262527227
Decr2	26378	gi|6753622
Rnf5	54197	gi|9507059
Rhobtb1	69288	gi|358001066
Tmem231	234740	gi|75677480
1700088E04Rik	27660	gi|20070386
Dym	69190	gi|25282389
Emc9	85308	gi|14994310
Slc26a11	268512	gi|85540463
Gnl3	30877	gi|30524920
AI593442	330941	gi|158937286
Ccdc93	70829	gi|68448542
Zfp870	240066	gi|46402247
Pfdn5	56612	gi|55741463
1700129C05Rik	67932	gi|13385956
Iqsec2	245666	gi|167900460
Ttpal	76080	gi|112821696
Npcd	504193	gi|113374168
Lyl1	17095	gi|113865989
Zranb1	360216	gi|46409652
Slc52a3	69698	gi|258679445
Urgcp	72046	gi|117938770
Foxj3	230700	gi|27370018
Gabpb2	213054	gi|124301212
Ccdc142	243510	gi|124486907
Dhx35	71715	gi|21919420
Spag16	66722	gi|70887605
Mbd3l1	73503	gi|21312108
Rbms1	56878	gi|213513185
Mettl21c	433294	gi|85701484
