GeneSymbol	GeneID	GI
Dhx34	71723	gi|377834224
LOC100504863	100504863	gi|309265792
Gm5155	381852	gi|407261446
Gm5155	381852	gi|407261448
Exoc3l2	74463	gi|309265796
LOC676710	676710	gi|407261451
Gm1096	381959	gi|82904142
Gm1096	381959	gi|407261454
LOC101055998	101055998	gi|407261456
Gm10651	100043771	gi|377834241
LOC101056443	101056443	gi|407261458
LOC100862584	100862584	gi|407261464
LOC100862584	100862584	gi|407261466
Cox6b1	110323	gi|407261468
Gm4883	233075	gi|82904428
Scgb2b6	100503242	gi|407261470
LOC101056503	101056503	gi|407261472
Gm4881	232974	gi|309265810
LOC101055953	101055953	gi|407261474
Cyp2a5	13087	gi|407261476
Ovol3	381867	gi|407261478
LOC100504922	100504922	gi|309265861
Zfp146	26465	gi|407261480
Scgb2b21	626970	gi|82905370
Gm12770	627004	gi|309265873
Wdr88	384605	gi|407261482
Gm10166	100043872	gi|309265879
Gm6818	627975	gi|309265884
LOC636901	636901	gi|82905443
LOC100504965	100504965	gi|407261484
Gm17768	100045125	gi|407261486
Gm6871	628359	gi|407261488
Mrgprb13	620137	gi|309265923
LOC101056662	101056662	gi|407261491
Gm2511	100039946	gi|407261493
LOC101056178	101056178	gi|407261495
Slc6a16	381884	gi|377834273
LOC100862214	100862214	gi|377834275
Gm5331	384622	gi|94380332
Gm19549	100503091	gi|407261498
LOC100504968	100504968	gi|309265938
Gm6415	623286	gi|309265963
LOC101056204	101056204	gi|407261503
LOC100862134	100862134	gi|407261506
Gm7546	665234	gi|309265940
LOC101056519	101056519	gi|407261508
Gm6155	620480	gi|309265975
Gm15501	100040298	gi|309265983
LOC100044391	100044391	gi|149257848
LOC101056483	101056483	gi|407261515
LOC631040	631040	gi|82913708
Lrrc32	434215	gi|377834359
Gm10603	100038497	gi|407261521
LOC100862604	100862604	gi|377834331
Hbb-bh2	436003	gi|407261530
Gm4199	100043059	gi|309266054
Gm5600	434228	gi|407261538
Gm5737	436008	gi|309266079
Srcap	100043597	gi|309266116
Gm15483	100043695	gi|309266131
Gm8556	667284	gi|309265997
Olfr607	546989	gi|309265999
Trim30c	434219	gi|407261547
Gm4887	233637	gi|407261549
Olfr687	668035	gi|309266040
Gm4972	244189	gi|309266044
Olfr471	626674	gi|309266052
LOC101056506	101056506	gi|407261552
LOC101056513	101056513	gi|407261554
LOC101056518	101056518	gi|407261556
Dnahc3	381917	gi|309266074
Gm9234	668548	gi|407261558
Gm6314	622335	gi|82914650
Muc2	17831	gi|407261560
LOC101055842	101055842	gi|407261562
LOC101055862	101055862	gi|407261564
Gm4553	100043617	gi|309266156
LOC101055881	101055881	gi|407261566
LOC101056598	101056598	gi|407261568
LOC101056627	101056627	gi|407261570
LOC101056405	101056405	gi|407261574
Gm5907	546036	gi|407261580
LOC634555	634555	gi|82916356
LOC101056128	101056128	gi|407261583
LOC101056476	101056476	gi|407261585
Gm9457	669393	gi|309266196
LOC101056153	101056153	gi|407261587
Gm15284	100038927	gi|407261589
LOC100046151	100046151	gi|149258501
LOC100046151	100046151	gi|407261592
LOC100046151	100046151	gi|407261594
LOC101056408	101056408	gi|407261599
LOC101055820	101055820	gi|407261601
LOC100047252	100047252	gi|309266230
Gm5908	546052	gi|309266232
Gm10063	671641	gi|149258678
LOC631033	631033	gi|82916992
4930448N21Rik	384817	gi|407261612
Wrn	22427	gi|407261615
Gm4889	234159	gi|309266241
Gm19410	100502846	gi|377834386
AA386476	546058	gi|407261617
2900073C17Rik	73020	gi|407261619
Gm10015	100502680	gi|407261621
LOC100047468	100047468	gi|407261624
LOC100047468	100047468	gi|149258857
Yjefn3	234365	gi|82917750
Gm16486	637079	gi|149258833
C430049E01Rik	619297	gi|407261627
4930505O20Rik	74709	gi|309266305
LOC631966	631966	gi|82918783
2210011C24Rik	70134	gi|82918901
2210011C24Rik	70134	gi|309266317
2210011C24Rik	70134	gi|309266319
LOC101055733	101055733	gi|407261633
LOC101055810	101055810	gi|407261638
Ces1h	75704	gi|149259244
Gm8841	667846	gi|309266362
Gm8842	667847	gi|94384306
Gm9564	672498	gi|407261644
Gm9564	672498	gi|149259360
Gm10620	100043053	gi|407261647
Gm6834	628061	gi|309266388
LOC101056072	101056072	gi|407261652
LOC101056077	101056077	gi|407261654
Gm6921	628847	gi|309266416
LOC101056352	101056352	gi|407261656
LOC100862012	100862012	gi|377834422
4933434I20Rik	67555	gi|407261659
LOC101056200	101056200	gi|407261661
Gm22	195209	gi|309266395
LOC101056473	101056473	gi|407261664
Gm3952	100042659	gi|309266418
7030419G21Rik	434378	gi|407261670
LOC101055759	101055759	gi|407261673
LOC101055785	101055785	gi|407261675
9230113P08Rik	77908	gi|407261678
Gm3896	100042545	gi|407261680
Gm10177	100042561	gi|309266445
LOC636306	636306	gi|82922210
LOC100502818	100502818	gi|309266472
4930510E17Rik	74695	gi|309266484
Gm9869	791387	gi|407261690
D930001M23Rik	100381258	gi|407261692
LOC101056619	101056619	gi|407261696
LOC101056619	101056619	gi|407261698
LOC101056619	101056619	gi|407261700
LOC101056619	101056619	gi|407261702
LOC101056619	101056619	gi|407261704
LOC101056619	101056619	gi|407261706
LOC101056619	101056619	gi|407261708
LOC101056619	101056619	gi|407261710
LOC101056619	101056619	gi|407261712
LOC101056619	101056619	gi|407261714
LOC101056619	101056619	gi|407261716
LOC101056619	101056619	gi|407261718
LOC100503048	100503048	gi|407261721
Gm1113	382069	gi|309266443
LOC101056044	101056044	gi|407261723
LOC100048117	100048117	gi|407261725
LOC100048185	100048185	gi|407261727
Ankdd1a	384945	gi|309266522
Myo1e	71602	gi|407261730
Gm7866	665964	gi|309266537
Gm7972	666190	gi|407261732
Gm5620	434428	gi|82930689
Gm5161	382099	gi|309266585
Gm5621	434434	gi|309266590
LOC100045999	100045999	gi|149260287
BY080835	434436	gi|377834494
Cdhr4	69398	gi|377834500
LOC101056110	101056110	gi|407261743
Fbxw27	76998	gi|94386668
Fbxw27	76998	gi|407261746
Fbxw27	76998	gi|309266605
Fbxw27	76998	gi|309266614
Fbxw27	76998	gi|149260439
Fbxw27	76998	gi|82931156
Fbxw27	76998	gi|309266608
Fbxw27	76998	gi|309266612
Fbxw23	635668	gi|407261749
LOC635999	635999	gi|82931574
Zcwpw2	100039681	gi|407261767
LOC671650	671650	gi|309266656
LOC671650	671650	gi|309266666
LOC671650	671650	gi|309266660
LOC671650	671650	gi|309266662
LOC671650	671650	gi|309266668
LOC101056021	101056021	gi|407261771
Gm3213	100041224	gi|309262094
6530403G13Rik	76227	gi|407261775
LOC631286	631286	gi|407261777
Gm10145	100040961	gi|309262120
LOC101056559	101056559	gi|407261780
Gm5079	327749	gi|407261782
5430427G11Rik	71414	gi|407261784
Akd1	633979	gi|309262133
Gm6976	629461	gi|309262135
LOC101056131	101056131	gi|407261789
Tspear	252974	gi|407261792
Gm7138	634517	gi|309262199
Gm7138	634517	gi|309262201
Gm9736	77763	gi|149261313
Gm9736	77763	gi|309262195
Gm9508	670895	gi|149261283
Gm3233	100041250	gi|407261795
Gm3250	100041281	gi|407261797
Gm9507	670880	gi|407261799
LOC101056229	101056229	gi|407261801
1700120B22Rik	641387	gi|309262161
Gm19535	100503069	gi|407261803
LOC100861952	100861952	gi|407261807
LOC100862556	100862556	gi|377833047
Olfr1358	258224	gi|309262216
LOC101056466	101056466	gi|407261810
LOC101056470	101056470	gi|407261812
LOC100862563	100862563	gi|377833049
LOC100047658	100047658	gi|149261435
LOC101055743	101055743	gi|407261815
Gm6613	625690	gi|309262251
6430590A10Rik	100043277	gi|407261819
Glipr1l3	544736	gi|149261494
Gm6713	626858	gi|407261823
Gm6729	627035	gi|83027980
Gm5174	382395	gi|94388814
LOC101056244	101056244	gi|407261825
4930485B16Rik	380654	gi|377833075
A230066D03Rik	380656	gi|407261827
Gm5428	432502	gi|407261829
LOC101056505	101056505	gi|407261846
Gm9182	668459	gi|309262339
Olfr764	622733	gi|309262341
LOC434624	434624	gi|407261848
4930556J24Rik	75342	gi|309262483
Gm11964	665181	gi|309262489
Ublcp1	79560	gi|407261853
Pkd1l1	171395	gi|407261855
LOC101055799	101055799	gi|407261857
LOC101055656	101055656	gi|407261867
LOC101056392	101056392	gi|407261870
LOC101056392	101056392	gi|407261872
LOC101056392	101056392	gi|407261874
Pnpt1	71701	gi|377833162
Pnpt1	71701	gi|407261876
Pnpt1	71701	gi|407261878
Pnpt1	71701	gi|407261880
LOC100044398	100044398	gi|407261882
LOC633406	633406	gi|82935644
LOC101056386	101056386	gi|407261888
LOC100045924	100045924	gi|149262068
LOC101056447	101056447	gi|407261893
LOC101056447	101056447	gi|407261895
LOC101056447	101056447	gi|407261897
LOC101056447	101056447	gi|407261899
LOC101056447	101056447	gi|407261901
LOC101056447	101056447	gi|407261903
Gm12569	622699	gi|309262552
4930438A08Rik	73988	gi|407261906
Olfr331	100502887	gi|407261908
9130409J20Rik	71576	gi|407261914
LOC101055714	101055714	gi|407261916
Gm12302	544792	gi|149262154
LOC101055794	101055794	gi|407261919
LOC101056625	101056625	gi|407261922
LOC100862578	100862578	gi|377833200
LOC100862578	100862578	gi|407261924
LOC100503254	100503254	gi|309262358
LOC100046289	100046289	gi|407261929
Gm11543	665174	gi|309262389
Gm10386	100038598	gi|407261931
Gm11492	100503535	gi|309262380
LOC101056632	101056632	gi|407261933
LOC100505015	100505015	gi|309262384
LOC101056612	101056612	gi|407261937
Gm12349	100040491	gi|407261939
LOC101055913	101055913	gi|407261941
Gm8738	667631	gi|377833103
Gm7020	629959	gi|82936812
Gm11703	100043184	gi|309262452
LOC101055642	101055642	gi|407261949
Lrrc37a	237954	gi|309262425
A830035A12Rik	442842	gi|149262665
Gm11677	629967	gi|407261953
LOC101055975	101055975	gi|407261955
Rnf213	672511	gi|309262466
LOC101056366	101056366	gi|407261960
Gm9631	674842	gi|407261962
Pdia6	71853	gi|377833208
Gm9229	668539	gi|407261966
Mcg1038069	100046119	gi|309262615
LOC101056499	101056499	gi|407261968
Gm10480	100043324	gi|309262623
LOC100046079	100046079	gi|149263037
Gm11052	100504517	gi|309262658
Gm10465	100038648	gi|309262674
LOC100503822	100503822	gi|377833219
BC042761	217601	gi|407261978
LOC101055691	101055691	gi|407261980
LOC639931	639931	gi|82942326
Gm19340	100502727	gi|309262652
Gm9804	620583	gi|94392708
Ttc6	100503562	gi|407261987
LOC101056543	101056543	gi|407261989
Gm5068	277089	gi|407261991
Gm6657	626215	gi|309262715
Samd15	238333	gi|309262734
Ism2	217738	gi|94393448
Gm46	194604	gi|407261996
LOC101056054	101056054	gi|407261998
Gm6988	629595	gi|309262778
LOC101056101	101056101	gi|407262001
Ahnak2	100041194	gi|309262791
LOC100503047	100503047	gi|407262004
LOC101056497	101056497	gi|407262008
LOC101055828	101055828	gi|407262010
LOC100862489	100862489	gi|407262012
LOC674321	674321	gi|94394659
Gm10029	100039532	gi|309262801
Gm2444	100039826	gi|309262804
Gm5445	432725	gi|82949522
Gm7040	630663	gi|407262017
2310057B04Rik	69690	gi|407262020
1700016G14Rik	666145	gi|94394852
G630018N14Rik	414126	gi|407262025
4930548F15Rik	75300	gi|407262027
LOC101056437	101056437	gi|407262029
Gm4024	100042773	gi|309262833
Gm9979	791406	gi|309262836
Gm10113	791386	gi|309262844
A830005F24Rik	442803	gi|149264121
A530001N23Rik	328265	gi|407262037
Sycp2l	637277	gi|309262838
LOC101056334	101056334	gi|407262039
LOC101056342	101056342	gi|407262041
Gm8672	667503	gi|309262854
Gm8674	667507	gi|309262856
Gm906	380882	gi|407262043
Gm8777	667712	gi|309262860
Hist1h2al	667728	gi|407262045
Gm3045	100040926	gi|309262875
LOC100862598	100862598	gi|377833294
Prss47	218304	gi|94395406
LOC101056512	101056512	gi|407262051
AA414992	102402	gi|309262921
Gm5451	432768	gi|407262054
LOC101056683	101056683	gi|407262056
Fam81b	238726	gi|407262058
Xrcc4	108138	gi|407262061
LOC100862587	100862587	gi|377833339
Gm6109	619883	gi|82952096
Gm9465	669675	gi|407262064
LOC101056649	101056649	gi|407262066
Gm10257	544973	gi|407262068
Gm6115	619937	gi|407262070
Gm8526	667230	gi|377833325
LOC101055909	101055909	gi|407262073
LOC100504500	100504500	gi|377833345
LOC100862401	100862401	gi|377833347
LOC101055764	101055764	gi|407262076
LOC101055955	101055955	gi|407262078
3021401N23Rik	70680	gi|407262080
Cdc20b	238896	gi|407262082
LOC101055997	101055997	gi|407262084
LOC101056555	101056555	gi|407262088
LOC547334	547334	gi|407262092
Gm10044	218695	gi|149265192
Gm281	238939	gi|377833352
LOC101056491	101056491	gi|407262096
LOC101055871	101055871	gi|407262100
Gm6158	620499	gi|407262102
Dnahc12	110083	gi|407262105
LOC101055685	101055685	gi|407262107
Gm626	268729	gi|407262109
LOC101056644	101056644	gi|407262112
Gm16506	673132	gi|309263063
LOC101056651	101056651	gi|407262114
1700001F09Rik	71826	gi|407262116
LOC100505112	100505112	gi|309263065
LOC101056674	101056674	gi|407262118
Gm10375	100042342	gi|407262120
LOC101056429	101056429	gi|407262122
Gm8229	666675	gi|407262124
LOC101056480	101056480	gi|407262126
LOC666692	666692	gi|407262128
LOC100044610	100044610	gi|309263069
LOC100044625	100044625	gi|309263071
LOC101056029	101056029	gi|407262130
Gm3552	100041864	gi|377833368
LOC633282	633282	gi|149265946
Gm20017	100504019	gi|309263119
Gm15628	100043176	gi|407262137
LOC100862557	100862557	gi|377833375
Gm8894	667952	gi|377833377
LOC675947	675947	gi|407262141
Nudt15	214254	gi|407262143
Gm6219	621364	gi|82955903
Gm4666	100043814	gi|309263182
Gm6280	622052	gi|82955941
Gm5958	546623	gi|407262146
Gm9325	668738	gi|309263180
LOC101055883	101055883	gi|407262148
LOC101056500	101056500	gi|407262150
Gm2573	100040052	gi|309263198
LOC101056551	101056551	gi|407262152
LOC101055929	101055929	gi|407262155
LOC100045148	100045148	gi|407262157
LOC674846	674846	gi|309263209
Gm6330	622531	gi|309263212
Gm3362	100041478	gi|309263233
LOC101055956	101055956	gi|407262163
Gm5471	432950	gi|82957080
I830127L07Rik	546643	gi|82958195
LOC101056558	101056558	gi|407262168
Gm5215	383032	gi|407262170
Fer1l6	631797	gi|309263263
Ube2d4	546638	gi|309263265
LOC101056595	101056595	gi|407262172
Gm10362	100040929	gi|309263288
Ly6g	546644	gi|309263297
Gm3142	100041107	gi|309263299
Gm19570	223645	gi|377833421
K230010J24Rik	432964	gi|149266949
Gm8140	666504	gi|377833423
LOC101055922	101055922	gi|407262179
LOC101056364	101056364	gi|407262181
LOC675851	675851	gi|407262183
LOC100046297	100046297	gi|149267077
Gm5218	383080	gi|309263329
LOC101056544	101056544	gi|407262193
Gm9763	100042918	gi|377833428
Gm4758	209324	gi|82959547
Gm5767	436336	gi|309263406
LOC101056588	101056588	gi|407262196
LOC100504755	100504755	gi|309263421
Gm5481	433003	gi|82964986
Gm6551	625060	gi|82965277
Gm6557	625123	gi|94400446
Gm4943	239760	gi|149267789
Gm15776	100043507	gi|407262202
Gm9525	671242	gi|149267823
LOC677113	677113	gi|149267855
1700025H01Rik	75531	gi|149267858
Gm5963	546663	gi|82965725
LOC101056365	101056365	gi|407262207
Gm6958	629242	gi|149267906
Gm19797	100503609	gi|309263507
LOC100504872	100504872	gi|309263511
1700066C05Rik	78654	gi|309263518
LOC101056137	101056137	gi|407262219
A930007A09Rik	432999	gi|407262221
LOC101056602	101056602	gi|407262224
LOC638236	638236	gi|309263460
Gm20056	100504089	gi|309263466
Gm7250	638791	gi|407262228
LOC101055659	101055659	gi|407262230
Gm10237	100043217	gi|407262232
Gm10913	100503125	gi|309263481
LOC101056658	101056658	gi|407262235
Gm4802	216818	gi|309263499
LOC100861916	100861916	gi|377833476
Gm16509	100039724	gi|309263520
4930534H18Rik	68174	gi|407262241
LOC386400	386400	gi|82975294
Gm3004	100040857	gi|407262245
LOC101055692	101055692	gi|407262248
LOC101056670	101056670	gi|407262250
LOC101056680	101056680	gi|407262252
Gm17748	433064	gi|407262256
LOC101056603	101056603	gi|407262258
Gm15946	100502686	gi|309263593
Vmn2r96	433070	gi|407262262
LOC100047632	100047632	gi|149269050
LOC100862570	100862570	gi|377833493
Gm20026	100504036	gi|309263637
Syngap1	240057	gi|309263643
Syngap1	240057	gi|309263645
Syngap1	240057	gi|309263647
Gm5146	381070	gi|407262275
LOC101056557	101056557	gi|407262277
LOC101056305	101056305	gi|407262279
LOC101056305	101056305	gi|407262281
LOC101056305	101056305	gi|407262283
LOC101056305	101056305	gi|407262285
LOC100862455	100862455	gi|407262287
Gm19412	100502849	gi|407262289
Vps52	224705	gi|377833518
LOC100862597	100862597	gi|377833524
LOC100044811	100044811	gi|309263678
H2-Pb	15004	gi|407262292
LOC101055816	101055816	gi|407262294
LOC633417	633417	gi|82994025
LOC633417	633417	gi|309263697
LOC633417	633417	gi|309263695
LOC633417	633417	gi|407262299
LOC633417	633417	gi|407262301
Gm318	545204	gi|407262303
LOC101056061	101056061	gi|407262307
Gm9840	100043674	gi|309263691
Gm4256	100043140	gi|407262310
Gm5093	328825	gi|82994207
Prickle4	381104	gi|149269330
Gm7225	637939	gi|377833528
Gm324	224876	gi|407262312
LOC101056444	101056444	gi|407262314
4930505H01Rik	75039	gi|309263744
4930505H01Rik	75039	gi|309263742
4930583I09Rik	78057	gi|82994641
Gm4701	100043871	gi|407262318
LOC101055633	101055633	gi|407262321
C230072F16Rik	320784	gi|309263763
Gm9386	668830	gi|94403170
LOC101055631	101055631	gi|407262330
LOC101056456	101056456	gi|407262333
LOC101056456	101056456	gi|407262335
LOC101056456	101056456	gi|407262337
LOC101056456	101056456	gi|407262339
LOC101056456	101056456	gi|407262341
LOC101056456	101056456	gi|407262343
Gm10349	621832	gi|82995559
LOC101056031	101056031	gi|407262347
LOC100044900	100044900	gi|407262350
Gm7301	640549	gi|407262354
LOC546711	546711	gi|149269959
LOC101056541	101056541	gi|407262358
Srfbp1	67222	gi|407262362
LOC101055835	101055835	gi|407262365
Gm19670	100503391	gi|309263849
D030046N08Rik	433208	gi|309263884
LOC101056140	101056140	gi|407262373
LOC101056370	101056370	gi|407262376
LOC101056419	101056419	gi|407262379
Gm17266	100503964	gi|309263886
Tsga10ip	78306	gi|407262381
Gm19505	100503014	gi|309263905
LOC100504839	100504839	gi|407262385
LOC101055817	101055817	gi|407262387
Ms4a14	383435	gi|82998851
Olfr1458	667271	gi|309263926
2410127L17Rik	67383	gi|407262390
2410127L17Rik	67383	gi|407262392
2410127L17Rik	67383	gi|407262394
Lipo2	668114	gi|377833622
Gm5097	329055	gi|94406201
F530104D19Rik	676676	gi|309263966
LOC101056358	101056358	gi|407262402
Ms4a4a	666907	gi|309263922
LOC101056369	101056369	gi|407262404
Lipo4	628236	gi|149270654
Gm8978	668106	gi|309263957
LOC101056423	101056423	gi|407262406
LOC100504786	100504786	gi|309263969
Cc2d2b	668310	gi|407262408
Gm340	381224	gi|309263978
Gm19639	100503332	gi|407262410
4930470F04Rik	74963	gi|407262416
LOC100505031	100505031	gi|309264022
Ssxb7	387284	gi|407262421
Gm4055	100042834	gi|407262423
Gm14535	100043002	gi|309266821
Gm14517	100503053	gi|407262426
Gm5073	278181	gi|407262428
Ssxa1	385338	gi|377834574
LOC101055983	101055983	gi|407262430
Gm1862	100040260	gi|309266847
LOC101056668	101056668	gi|407262435
Gm5637	434782	gi|83001127
Gm14680	671878	gi|149271597
Gm14623	666107	gi|309266849
Gpr112	236798	gi|309266853
Gm4988	245440	gi|309266858
Gm4910	236844	gi|83001935
Smek3-ps	245506	gi|94407765
LOC101055749	101055749	gi|407262437
Mageb17-ps	236891	gi|83002039
LOC100045848	100045848	gi|149271901
Gm6038	547447	gi|83002070
LOC101055815	101055815	gi|407262441
LOC101056354	101056354	gi|407262443
Gm15363	669291	gi|377834602
Obp1b	628991	gi|377834607
Obp1b	628991	gi|377834605
Gm14710	100502862	gi|407262448
Gm3297	100041373	gi|309266883
Gm6987	629591	gi|83002589
4932442L08Rik	631145	gi|309266892
Gm7061	631331	gi|377834609
Gm7061	631331	gi|309266895
LOC101056076	101056076	gi|407262451
Gm9670	676246	gi|377834619
Gm9670	676246	gi|377834617
Gm6238	621542	gi|83002778
Las1l	76130	gi|407262453
Gm14925	100503808	gi|309266900
Gm14839	100504003	gi|377834622
LOC101055925	101055925	gi|407262455
Gm378	213454	gi|83002894
Chm	12662	gi|377834613
H2afb2-ps	624153	gi|83003322
H2afb3-ps	624957	gi|83003372
Gm6500	624388	gi|407262458
LOC101056577	101056577	gi|407262460
Gm4916	237030	gi|309266922
4930412D23Rik	73934	gi|309266920
LOC101056455	101056455	gi|407262463
Pramel	621322	gi|407262465
LOC101056514	101056514	gi|407262468
LOC101055936	101055936	gi|407262470
LOC101056069	101056069	gi|407262472
Gm15032	100039086	gi|309266944
Itih5l-ps	634882	gi|309266960
Gm20153	100504292	gi|309266967
Maged2	80884	gi|407262474
LOC635087	635087	gi|83004247
LOC100505237	100505237	gi|309266970
Gm5396	385454	gi|83004259
Gm15143	100040020	gi|377834634
Gm15143	100040020	gi|377834636
Gm5947	546397	gi|309266974
Gm5947	546397	gi|377834638
Gm5645	434874	gi|309266976
Gm5645	434874	gi|377834640
Gm5646	434879	gi|309266982
Gm5646	434879	gi|94408517
Gm6744	627311	gi|309266992
Gm15142	100040899	gi|309266984
LOC101056611	101056611	gi|407262478
Scml1	195726	gi|407262480
LOC101055917	101055917	gi|407262482
Zfy1	22767	gi|407262484
LOC100048741	100048741	gi|309266685
Gm10045	100043348	gi|309266791
Gm12814	630887	gi|309267262
LOC101056449	101056449	gi|407262486
LOC100862531	100862531	gi|377834688
LOC100862531	100862531	gi|377834690
LOC101056319	101056319	gi|407262488
LOC100503180	100503180	gi|309267076
LOC634339	634339	gi|83013315
LOC100862498	100862498	gi|377834734
LOC101056526	101056526	gi|407262491
LOC100048629	100048629	gi|309267068
LOC101056688	101056688	gi|407262493
Mrgpra2b	235712	gi|407262496
LOC100861640	100861640	gi|407262498
9230110K08Rik	100041960	gi|407262500
LOC100862497	100862497	gi|377834666
LOC100048268	100048268	gi|309267227
LOC101056652	101056652	gi|407262502
LOC101056656	101056656	gi|407262504
LOC101056523	101056523	gi|407262506
LOC641049	641049	gi|309266702
LOC101055806	101055806	gi|407262508
LOC100044729	100044729	gi|407262510
LOC101056653	101056653	gi|407262512
LOC101056428	101056428	gi|407262514
Gm12816	433745	gi|309266996
LOC101056621	101056621	gi|407262516
LOC101056509	101056509	gi|407262520
Gm16340	100504287	gi|407262522
LOC100862244	100862244	gi|407262524
LOC100862586	100862586	gi|407262526
LOC101056486	101056486	gi|407262528
LOC101056448	101056448	gi|407262530
LOC101056460	101056460	gi|407262532
Gm11546	544807	gi|407262534
LOC101056578	101056578	gi|407262536
LOC101056694	101056694	gi|407262539
LOC100045191	100045191	gi|309267107
LOC677654	677654	gi|407262542
Gm6882	628475	gi|309267257
LOC100040974	100040974	gi|377834664
LOC100504917	100504917	gi|377834730
LOC383940	383940	gi|407262547
LOC100045367	100045367	gi|309266688
LOC100503213	100503213	gi|309267248
LOC100861626	100861626	gi|407262550
LOC100505251	100505251	gi|309267120
LOC100048662	100048662	gi|149274301
Gpi1	14751	gi|377834554
LOC640856	640856	gi|309267099
LOC637657	637657	gi|83009766
LOC101056682	101056682	gi|407262554
LOC101056584	101056584	gi|407262558
Gm15854	667764	gi|407262561
LOC100047753	100047753	gi|407262563
Gm2022	100039052	gi|407262565
LOC630855	630855	gi|407262567
LOC100045688	100045688	gi|149274502
LOC100505160	100505160	gi|309267231
LOC100041550	100041550	gi|407262572
Gm17776	100046658	gi|407262574
LOC675521	675521	gi|94409900
LOC101056452	101056452	gi|407262576
Gm9271	668618	gi|407262578
LOC100862640	100862640	gi|377834563
LOC100862551	100862551	gi|377834738
LOC100862551	100862551	gi|407262582
LOC639316	639316	gi|407262584
LOC101056592	101056592	gi|407262586
Aldh3b2	621603	gi|407262588
Scgb2b18	100043856	gi|309267244
LOC100504983	100504983	gi|309267219
LOC101056659	101056659	gi|407262590
LOC668643	668643	gi|149274459
LOC640793	640793	gi|149274289
Myoz3	170947	gi|377834646
Gm5891	545929	gi|407262592
LOC100048557	100048557	gi|407262594
LOC100044374	100044374	gi|309266744
LOC100040263	100040263	gi|377834746
Gm3141	100041106	gi|309267022
Gm4454	100043467	gi|309267113
Gm1988	100038967	gi|407262596
LOC101056654	101056654	gi|407262598
LOC640972	640972	gi|83021482
Scgb1b19	434676	gi|377834648
LOC100862546	100862546	gi|377834546
LOC215866	215866	gi|377834539
LOC101056446	101056446	gi|407262603
LOC101056446	101056446	gi|407262605
LOC101056446	101056446	gi|407262607
LOC101056446	101056446	gi|407262609
LOC101056446	101056446	gi|407262611
LOC101056446	101056446	gi|407262613
LOC101056446	101056446	gi|407262615
LOC101056446	101056446	gi|407262617
LOC101056446	101056446	gi|407262619
LOC101056446	101056446	gi|407262621
LOC101056478	101056478	gi|407262623
LOC101056498	101056498	gi|407262627
LOC100045968	100045968	gi|309267183
LOC676708	676708	gi|377834723
LOC100862447	100862447	gi|377834725
LOC100040196	100040196	gi|309266746
LOC101056528	101056528	gi|407262630
LOC100048759	100048759	gi|309266718
LOC101056596	101056596	gi|407262634
Gm13149	666498	gi|309267134
LOC100039693	100039693	gi|309266694
LOC100861987	100861987	gi|377834528
LOC100504792	100504792	gi|309266692
LOC101056508	101056508	gi|407262637
LOC101056381	101056381	gi|407262639
LOC101056540	101056540	gi|407262641
Gm2128	100039269	gi|407262643
LOC100862632	100862632	gi|377834551
LOC100505154	100505154	gi|309267203
LOC631360	631360	gi|309267127
Gm13249	384081	gi|407262645
Vmn2r32	22311	gi|407262648
Gm6445	623688	gi|309266733
LOC100862460	100862460	gi|407262651
Gm19843	100503701	gi|407262653
LOC100045326	100045326	gi|407262655
LOC101056474	101056474	gi|407262657
Pwp2	110816	gi|407262659
Pwp2	110816	gi|407262661
LOC100046684	100046684	gi|149274885
LOC100046684	100046684	gi|149274887
Gm6833	628058	gi|407262663
LOC100040235	100040235	gi|309266765
LOC630751	630751	gi|407262665
Gm5662	435337	gi|407262667
LOC101056294	101056294	gi|407262669
LOC100047146	100047146	gi|149275037
Vipr2	22355	gi|407262673
Gm3317	666329	gi|407262675
LOC100046048	100046048	gi|407262677
Srsx	100151772	gi|377834651
LOC670059	670059	gi|309267007
LOC640886	640886	gi|377834542
LOC100862618	100862618	gi|377834716
LOC101056416	101056416	gi|407262682
Erdr1	170942	gi|407262684
LOC101055644	101055644	gi|407262686
Gm1979	100038949	gi|407262688
Gm4836	22526	gi|407262691
Gm10310	100043203	gi|407262693
LOC637733	637733	gi|83014391
LOC101056451	101056451	gi|407262696
LOC101056547	101056547	gi|407262703
LOC100862558	100862558	gi|377834704
LOC100047082	100047082	gi|149274894
Gm5593	434175	gi|309267211
LOC101056482	101056482	gi|407262707
Gm10294	100042880	gi|309267049
Nalp1b	100047086	gi|407262710
LOC101056312	101056312	gi|407262712
LOC100862620	100862620	gi|377834742
LOC101056634	101056634	gi|407262715
H2-T18	15033	gi|83011536
LOC641235	641235	gi|407262717
LOC101056605	101056605	gi|407262719
LOC100505096	100505096	gi|309267096
Gm2373	100039691	gi|407262723
LOC100504934	100504934	gi|309266675
Gm16050	667384	gi|309267191
LOC100505000	100505000	gi|309266756
LOC100504959	100504959	gi|309266753
LOC100861679	100861679	gi|407262726
LOC100046147	100046147	gi|309266773
Zfp534	100503584	gi|407262728
LOC101056395	101056395	gi|407262730
LOC100504799	100504799	gi|309266771
LOC100862654	100862654	gi|377834682
LOC100505014	100505014	gi|309266758
LOC100047577	100047577	gi|407262733
LOC100861888	100861888	gi|377834656
Tdpoz4	399675	gi|407262736
Gm13931	668825	gi|309267014
Gm7233	638262	gi|407262740
